iMAG,Ag,logSFR22,logMsT,RVel,Ai,logMHI,Dist,surface_brightness_proxy,e_logMsT,e_iMAG
-21.86,1.42,0.2,10.45,13862,0.72,10.26,202.6,-20.376682886805664,0.04,0.04
-18.63,0.36,-1.29,8.92,7501,0.23,9.25,111.7,-17.718392216030225,0.12,0.12
-21.33,1.11,-0.11,10.43,12871,0.64,10.02,188.5,-19.916715477374847,0.05,0.05
-19.82,0.8,-0.75,9.42,13935,0.42,10.12,203.6,-18.40671547737485,0.05,0.05
-19.83,0.72,-0.88,9.5,9483,0.41,9.65,140.2,-18.833059700106578,0.09,0.1
-20.46,0.81,-0.68,9.83,12917,0.47,9.82,189.1,-20.004196108015115,0.23,0.21
-18.46,0.3,-0.57,8.81,6015,0.2,9.76,90.6,-18.004196108015115,0.23,0.22
-18.91,0.5,-0.57,9.01,12488,0.28,9.92,183.1,-17.64295599407887,0.07,0.06
-18.15,0.22,-1.92,8.74,6737,0.16,9.41,100.9,-17.572220697591533,0.19,0.18
-19.63,0.63,-0.54,9.45,11308,0.37,9.76,166.2,-18.842973150399914,0.14,0.13
-21.58,1.25,0.48,10.33,12402,0.67,9.97,181.9,-20.38941455250907,0.07,0.07
-19.64,0.71,0.23,9.31,7655,0.39,9.4,113.9,-18.284189272936597,0.05,0.06
-17.33,0.0,-1.37,8.38,6234,0.05,8.76,93.9,-15.930960530161443,0.06,0.08
-21.08,1.05,-0.61,10.26,7639,0.6,9.65,113.6,-19.78301551646208,0.06,0.07
-19.17,0.56,-0.99,9.15,6128,0.32,9.2,92.3,-17.75671547737485,0.05,0.06
-20.52,1.01,-0.87,9.8,13043,0.52,9.89,190.8,-19.092551133535654,0.04,0.04
-19.64,0.67,-0.43,9.55,8388,0.39,9.74,124.5,-18.009187034900776,0.03,0.04
-20.53,0.93,-0.37,9.75,8910,0.5,9.38,132.0,-19.601091108918794,0.11,0.11
-18.42,0.29,-1.0,8.69,6807,0.2,8.97,102.0,-17.68832596509295,0.15,0.15
-18.23,0.28,-1.15,8.78,6349,0.18,9.49,95.4,-16.93301551646208,0.06,0.07
-22.62,1.56,0.66,10.86,16002,0.82,10.04,233.3,-21.383259395409734,0.07,0.06
-20.84,1.11,-0.57,9.92,14659,0.57,10.01,214.0,-19.196199992708014,0.03,0.03
-21.39,1.22,-0.58,10.33,11271,0.64,10.0,165.7,-20.034189272936597,0.05,0.05
-20.28,0.96,0.37,9.78,8989,0.49,9.79,133.1,-18.755586070947764,0.04,0.05
-21.33,1.19,-0.01,10.33,16367,0.65,10.03,238.5,-19.634916143125256,0.03,0.03
-12.63,0.0,-2.7,6.48,609,0.0,6.81,8.1,-11.753357820967077,0.28,0.63
-19.05,0.48,-0.57,9.23,5910,0.3,9.63,89.1,-17.445365284569014,0.04,0.06
-18.7,0.46,-0.66,8.7,13825,0.24,9.92,202.1,-17.841025739024808,0.13,0.12
-21.25,1.02,-0.87,10.43,9405,0.62,9.71,139.1,-20.106437882402812,0.08,0.08
-20.34,0.95,-0.57,9.7,9536,0.5,9.59,141.0,-18.775153922833763,0.03,0.04
-19.82,0.7,-0.61,9.38,13206,0.39,9.86,193.2,-19.262141121714475,0.19,0.18
-20.55,0.85,-0.45,9.86,7636,0.49,9.69,113.7,-19.992141121714475,0.2,0.19
-19.43,0.54,-0.1,9.4,8997,0.35,9.62,133.2,-18.28643788240281,0.08,0.08
-19.87,0.76,-0.57,9.45,9759,0.42,9.32,144.2,-18.618061780218778,0.07,0.07
-21.43,1.22,-0.1,10.43,9748,0.66,9.75,144.0,-19.851820557895355,0.03,0.04
-21.68,1.34,0.28,10.42,16206,0.7,10.04,236.0,-20.101820557895355,0.03,0.03
-21.38,1.15,-0.47,10.48,7767,0.65,10.14,115.5,-19.88290874727824,0.04,0.05
-21.38,1.22,0.35,10.31,16021,0.65,10.24,233.5,-19.92446095036834,0.04,0.04
-21.22,1.01,0.41,10.21,10967,0.58,9.87,161.4,-20.662141121714473,0.2,0.18
-19.21,0.6,-1.19,9.19,14113,0.32,10.05,206.2,-17.898178677662546,0.06,0.06
-14.73,0.0,-0.57,6.3,1247,0.0,7.64,21.0,-13.801091108918794,0.15,0.26
-18.49,0.36,-0.57,8.99,11027,0.22,9.43,162.3,-17.062551133535653,0.05,0.06
-19.63,0.63,-1.93,9.38,9033,0.37,9.53,133.7,-18.993394454066046,0.18,0.17
-21.49,1.22,0.06,10.3,13142,0.65,10.14,192.3,-20.34643788240281,0.08,0.08
-18.73,0.3,-0.57,9.15,6029,0.23,9.29,90.9,-18.274196108015115,0.23,0.22
-17.05,0.0,-1.94,8.38,4845,0.01,9.05,71.5,-16.594196108015115,0.23,0.22
-18.41,0.21,-0.57,8.92,6463,0.2,9.6,97.1,-17.463908910699388,0.11,0.11
-21.57,1.11,-0.57,10.9,14021,0.68,10.26,204.8,-19.874916143125258,0.03,0.03
-17.57,0.02,-0.57,8.64,6445,0.08,8.81,96.9,-16.059210082866677,0.04,0.06
-19.88,0.8,-0.97,9.39,12554,0.42,9.71,183.8,-18.800543958936153,0.09,0.09
-20.25,0.92,-0.47,9.53,12571,0.48,10.19,184.3,-18.923429372344575,0.06,0.05
-20.04,0.69,0.51,9.88,11279,0.44,9.77,165.9,-18.75794093392834,0.06,0.06
-15.44,0.0,-0.57,7.61,1169,0.0,8.16,19.2,-14.581025739024808,0.24,0.51
-20.31,0.74,-1.37,10.03,9695,0.48,9.95,143.0,-19.24683066148914,0.09,0.09
-21.55,1.26,-0.17,10.28,13070,0.66,10.18,191.2,-20.282955994078872,0.06,0.06
-20.6,0.85,-0.1,9.83,14200,0.48,9.9,207.5,-20.20749062797584,0.25,0.23
-19.56,0.63,-0.99,9.39,5963,0.36,9.78,89.8,-18.88493215696735,0.16,0.16
-14.09,0.0,-2.58,7.04,942,0.0,7.26,19.2,-12.822955994078871,0.2,0.48
-20.0,0.72,-0.09,9.53,13241,0.41,9.94,193.9,-19.544196108015115,0.22,0.21
-20.42,1.04,-0.12,9.52,14167,0.5,9.88,207.0,-19.21393462688927,0.07,0.07
-18.59,0.43,-1.18,8.75,9324,0.23,9.53,137.9,-17.57633722972959,0.1,0.1
-19.87,0.76,-0.57,9.43,9181,0.41,9.84,135.9,-18.839725872932917,0.1,0.1
-16.06,0.0,-1.06,7.95,8725,0.0,9.86,129.4,-14.5905333377447,0.05,0.06
-19.76,0.75,-0.57,9.49,11070,0.41,9.97,162.8,-18.24921008286668,0.04,0.04
-14.44,0.0,-3.31,7.16,652,0.0,7.57,8.4,-13.26499092688566,0.27,0.65
-20.83,1.13,-0.36,9.74,9321,0.56,9.72,137.9,-19.547940933928338,0.06,0.07
-20.21,0.77,-0.8,9.77,9297,0.44,9.61,137.6,-19.672221550957637,0.2,0.19
-20.78,1.04,-0.57,9.85,14240,0.54,10.0,208.1,-19.799894780559942,0.1,0.1
-18.33,0.31,-2.24,8.68,8382,0.18,9.52,124.5,-17.832872853137086,0.21,0.2
-20.78,1.03,-0.12,9.88,9357,0.55,9.72,138.4,-19.558549962953325,0.07,0.07
-18.11,0.17,-1.28,8.71,8154,0.16,9.46,121.2,-16.82794093392834,0.06,0.07
-20.37,0.88,-0.7,9.54,9578,0.47,9.99,141.6,-19.63832596509295,0.15,0.15
-17.62,0.09,-1.09,8.49,6356,0.08,9.23,95.3,-17.082221550957637,0.2,0.19
-20.29,0.76,-0.03,9.77,6622,0.45,10.09,99.3,-19.752221550957636,0.2,0.19
-19.66,0.73,-0.57,9.32,9585,0.39,9.38,141.7,-18.304189272936597,0.05,0.06
-19.26,0.58,-1.19,9.27,8940,0.33,9.68,132.5,-18.19683066148914,0.09,0.09
-20.44,0.84,-0.03,10.01,6392,0.51,9.32,96.0,-19.040960530161446,0.05,0.07
-19.37,0.61,-0.16,9.35,14089,0.35,9.81,206.0,-17.70042656856086,0.03,0.03
-18.66,0.46,-1.22,8.88,9236,0.24,9.79,136.7,-17.713908910699388,0.11,0.11
-17.57,0.04,-1.29,8.52,6540,0.08,9.29,97.9,-16.258178677662546,0.06,0.08
-19.21,0.6,-1.01,9.05,9216,0.32,9.6,136.4,-18.17972587293292,0.1,0.1
-20.12,0.79,-0.35,9.59,6289,0.44,9.54,94.5,-19.191091108918794,0.12,0.12
-20.22,0.89,-2.14,9.7,9387,0.47,10.04,138.8,-18.864189272936596,0.05,0.06
-18.14,0.26,-1.77,8.74,9375,0.17,9.49,138.7,-16.548557927321124,0.03,0.05
-21.1,1.1,-0.51,10.21,6932,0.59,9.52,103.6,-19.956437882402813,0.08,0.09
-18.02,0.12,-0.78,8.78,6650,0.14,9.44,99.8,-17.288325965092948,0.16,0.15
-19.72,0.71,-0.78,9.42,13997,0.4,9.98,204.7,-18.292551133535653,0.05,0.05
-18.47,0.26,-0.85,8.91,9709,0.21,9.66,143.5,-17.664791252077215,0.14,0.14
-14.87,0.0,-0.57,7.44,1273,0.0,7.5,19.5,-13.823224162854537,0.22,0.51
-19.29,0.65,-0.57,9.18,9921,0.34,9.67,146.5,-17.934189272936596,0.06,0.06
-17.81,0.21,-1.25,8.45,6436,0.12,9.02,96.5,-16.396715477374848,0.06,0.08
-21.63,1.19,-0.57,10.57,9613,0.68,9.38,142.1,-20.25969647872578,0.05,0.06
-19.75,0.83,-0.29,9.27,16652,0.4,10.26,242.5,-18.543934626889268,0.07,0.07
-19.09,0.57,-0.59,8.96,8057,0.3,9.51,119.7,-18.213357820967076,0.12,0.12
-19.73,0.76,-0.65,9.3,9693,0.4,9.6,143.2,-18.570664959419652,0.08,0.08
-15.99,0.0,-0.57,7.84,2585,0.0,8.62,39.6,-14.878285446846386,0.1,0.14
-19.05,0.45,-0.96,9.2,6627,0.29,9.28,99.2,-18.08684399802339,0.11,0.11
-20.72,1.04,-0.51,9.53,9471,0.51,9.73,140.0,-20.162141121714473,0.2,0.18
-19.54,0.7,-0.57,9.29,9329,0.38,9.58,137.9,-17.922241894853652,0.03,0.04
-18.29,0.27,-0.76,8.73,8991,0.18,9.51,133.1,-17.5959206585043,0.16,0.15
-15.16,0.0,-2.15,7.6,1244,0.0,7.98,19.5,-14.48493215696735,0.26,0.52
-20.04,0.74,-0.32,9.56,9411,0.42,9.66,139.1,-19.36493215696735,0.17,0.16
-19.07,0.52,-0.57,9.07,9648,0.3,9.81,142.5,-17.958285446846386,0.09,0.09
-19.98,0.77,-1.17,9.55,9617,0.44,9.61,142.1,-18.69794093392834,0.06,0.07
-18.68,0.47,-1.16,8.9,8033,0.25,9.44,119.3,-17.142035902274415,0.04,0.05
-20.1,0.83,-0.88,9.57,6715,0.45,9.5,100.5,-19.020543958936155,0.09,0.1
-17.91,0.13,-0.86,8.72,8031,0.13,9.56,119.5,-17.141288250630097,0.15,0.14
-18.51,0.32,-0.57,8.98,5137,0.22,8.85,75.6,-17.05446095036834,0.05,0.07
-18.0,0.22,-1.73,8.7,2885,0.14,9.14,43.9,-16.80941455250907,0.08,0.13
-17.63,0.14,-1.57,8.5,5321,0.09,9.29,78.2,-16.34794093392834,0.07,0.08
-17.93,0.05,-0.57,8.89,6701,0.13,9.46,100.3,-17.412464576539186,0.21,0.2
-17.89,0.15,-0.57,8.59,6257,0.12,9.25,93.9,-17.253394454066047,0.18,0.17
-15.97,0.0,-2.67,7.91,2813,0.0,8.43,42.8,-14.890543958936156,0.1,0.14
-14.86,0.0,-1.84,6.76,2926,0.0,8.76,44.4,-13.164916143125257,0.05,0.11
-18.04,0.25,-0.98,8.71,6873,0.15,9.53,102.7,-16.698766573713577,0.06,0.07
-17.74,0.13,-0.57,8.48,6714,0.1,9.02,100.5,-16.898819408446965,0.13,0.13
-13.94,0.0,-2.98,6.8,1124,0.0,7.44,19.6,-13.081025739024808,0.23,0.49
-17.63,0.17,-1.92,8.37,6241,0.09,9.37,93.9,-16.718392216030225,0.12,0.12
-18.81,0.52,-0.11,8.96,9736,0.27,9.67,143.8,-17.326682886805663,0.04,0.05
-18.91,0.38,-0.62,9.11,9040,0.26,9.46,133.8,-18.560595144062102,0.26,0.25
-19.35,0.63,-0.57,9.26,6377,0.35,9.87,95.6,-17.908466589240017,0.05,0.06
-19.2,0.58,-1.46,9.18,10137,0.32,9.54,149.3,-17.90301551646208,0.06,0.06
-19.85,0.78,-0.58,9.29,7934,0.4,9.61,118.0,-19.008819408446968,0.13,0.13
-18.18,0.2,-0.57,8.76,6406,0.17,9.64,96.1,-16.973934626889267,0.07,0.08
-19.83,0.72,-2.81,9.5,998,0.41,7.53,16.4,-18.971025739024807,0.09,0.1
-18.29,0.29,-1.0,8.76,9773,0.19,9.54,144.2,-16.963429372344574,0.06,0.06
-20.48,0.76,-0.42,9.95,8835,0.48,9.55,130.8,-19.98287285313709,0.21,0.2
-20.03,0.83,-0.62,9.63,7614,0.45,9.25,113.5,-18.492035902274417,0.04,0.05
-20.21,0.9,-2.53,9.59,14896,0.47,10.07,217.4,-18.86876657371358,0.05,0.05
-19.21,0.51,-1.8,9.25,7580,0.31,9.51,113.0,-18.441288250630098,0.15,0.14
-19.58,0.71,-0.57,9.39,12530,0.38,9.99,183.6,-18.195287216933906,0.05,0.05
-18.36,0.21,-2.48,8.92,8046,0.2,9.43,119.6,-17.31322416285454,0.1,0.1
-18.79,0.4,-0.57,9.1,6759,0.26,9.32,101.1,-17.52295599407887,0.06,0.07
-19.93,0.78,-0.37,9.55,6105,0.43,8.87,91.8,-18.419210082866677,0.04,0.06
-19.93,0.8,-1.11,9.42,6432,0.41,9.84,96.5,-19.179738518874153,0.15,0.15
-15.62,0.0,-5.18,7.81,676,0.0,7.67,19.8,-14.352955994078869,0.2,0.47
-20.93,1.12,0.12,10.07,13448,0.59,10.15,196.9,-19.338557927321123,0.03,0.03
-20.99,1.26,0.42,9.92,12600,0.59,10.2,184.5,-19.562551133535653,0.04,0.04
-16.61,0.0,-2.49,8.45,756,0.0,7.78,19.8,-14.927638816893936,0.19,0.48
-17.72,0.09,-0.57,8.6,6272,0.11,8.99,94.2,-16.513934626889267,0.07,0.08
-17.97,0.16,-0.57,8.71,6871,0.14,9.17,102.7,-17.093357820967075,0.13,0.12
-18.39,0.47,-0.58,8.64,6275,0.2,9.84,94.4,-17.461091108918794,0.12,0.12
-20.27,0.73,-0.04,9.88,10730,0.46,9.75,157.9,-19.4467406321435,0.14,0.13
-17.79,0.14,-0.57,8.51,6545,0.12,8.91,98.1,-16.320533337744703,0.05,0.06
-18.99,0.47,-0.57,9.0,6363,0.28,9.5,95.4,-18.131025739024807,0.13,0.13
-16.06,0.0,-1.83,7.67,3170,0.0,8.65,47.8,-14.96436267267211,0.09,0.13
-20.72,1.12,-0.04,9.61,12608,0.54,9.83,184.6,-19.408178677662544,0.06,0.06
-20.55,1.09,-0.23,9.9,9567,0.53,9.85,141.4,-19.039210082866678,0.04,0.04
-18.89,0.49,-0.57,9.13,7179,0.28,9.48,107.1,-17.420533337744704,0.04,0.06
-20.78,1.06,0.03,9.98,12625,0.57,10.04,184.9,-19.136199992708015,0.03,0.03
-15.54,0.0,-0.57,7.64,1466,0.0,8.59,24.6,-14.056682886805664,0.09,0.21
-18.95,0.55,-1.21,8.96,10634,0.28,9.52,156.6,-17.77499092688566,0.08,0.07
-15.23,0.0,-0.57,7.66,1035,0.0,7.34,17.7,-13.859696478725782,0.12,0.29
-19.07,0.53,-2.08,9.1,6257,0.3,9.63,94.1,-17.97436267267211,0.09,0.09
-20.85,1.01,0.02,9.97,6323,0.56,9.62,95.0,-19.72231095159946,0.08,0.09
-20.9,1.13,0.34,9.75,9740,0.57,9.7,143.7,-19.693934626889266,0.07,0.07
-18.88,0.52,-0.57,9.0,6552,0.28,9.28,98.2,-17.342035902274414,0.04,0.05
-17.87,0.19,-1.18,8.46,7477,0.13,9.22,111.5,-16.694990926885662,0.08,0.08
-16.74,0.0,-0.57,8.22,4167,0.0,9.05,61.9,-16.182141121714473,0.2,0.2
-18.27,0.21,-0.57,8.94,6381,0.19,9.08,95.8,-16.732035902274415,0.04,0.06
-21.23,1.16,-0.57,10.37,16152,0.63,9.67,235.5,-19.509663403159,0.02,0.02
-19.75,0.78,-0.41,9.37,12224,0.4,9.75,179.1,-18.48295599407887,0.06,0.06
-17.85,0.12,-0.57,8.71,5559,0.13,9.07,81.5,-16.232241894853654,0.04,0.06
-21.09,0.92,0.04,10.27,9898,0.56,9.82,146.1,-20.532141121714474,0.2,0.18
-19.63,0.58,-0.57,9.54,14788,0.36,9.97,215.8,-19.052220697591533,0.19,0.18
-19.34,0.66,-0.57,9.28,12365,0.35,9.64,181.2,-17.696199992708014,0.03,0.03
-17.37,0.0,-0.57,8.69,5531,0.06,9.64,81.2,-15.687638816893937,0.03,0.06
-19.77,0.76,-0.57,9.5,13251,0.41,9.86,193.9,-18.074916143125257,0.03,0.03
-14.96,0.0,-2.0,7.04,1453,0.0,8.25,19.9,-13.677940933928342,0.19,0.46
-18.37,0.29,-0.74,8.87,8142,0.2,9.59,121.0,-17.40684399802339,0.11,0.11
-17.96,0.13,-1.01,8.6,4618,0.14,9.21,68.3,-17.06581388932046,0.12,0.13
-19.04,0.49,-1.42,9.15,6928,0.29,9.35,103.5,-18.128392216030225,0.12,0.12
-20.54,0.92,-0.57,9.87,12932,0.51,10.11,189.3,-19.47683066148914,0.09,0.09
-18.98,0.51,-0.74,8.96,7660,0.27,9.77,113.9,-18.442221550957637,0.2,0.19
-20.16,0.74,-1.12,9.71,15293,0.43,10.13,223.1,-19.725116732191406,0.23,0.22
-17.39,0.0,-1.41,8.53,6325,0.06,9.63,94.9,-16.078178677662546,0.06,0.07
-18.58,0.33,-0.63,9.06,7781,0.24,9.46,115.7,-16.884916143125256,0.03,0.04
-20.09,0.85,-0.89,9.57,9866,0.45,9.62,145.6,-18.705287216933904,0.05,0.06
-18.95,0.43,-1.95,9.19,6154,0.28,9.29,92.7,-17.919725872932915,0.1,0.1
-19.46,0.6,-0.89,9.44,5780,0.36,9.5,87.1,-17.990533337744704,0.04,0.07
-20.86,1.05,-0.25,9.92,14630,0.55,10.02,213.8,-19.931091108918793,0.11,0.11
-19.83,0.72,-1.16,9.5,7189,0.41,9.43,107.2,-18.783224162854538,0.09,0.1
-16.5,0.0,-0.57,8.08,5207,0.0,9.38,76.6,-15.787052644415844,0.16,0.16
-20.84,1.02,-0.04,10.06,13433,0.57,10.12,196.6,-19.261820557895355,0.03,0.03
-19.36,0.67,-0.57,9.23,9431,0.35,9.85,139.3,-17.876682886805664,0.04,0.05
-19.2,0.54,-0.79,9.15,7810,0.32,9.2,116.1,-18.00941455250907,0.08,0.08
-18.86,0.43,-0.89,9.1,9826,0.27,9.64,145.0,-17.87989478055994,0.11,0.1
-14.76,0.0,-0.57,7.36,1419,0.0,7.84,24.1,-13.616437882402812,0.11,0.22
-17.87,0.14,-1.56,8.73,5650,0.13,9.17,82.8,-16.400533337744704,0.05,0.07
-20.37,0.98,-0.61,9.74,12140,0.5,9.92,178.0,-18.778557927321124,0.03,0.03
-18.11,0.26,-0.57,8.67,4098,0.16,9.16,61.0,-17.12989478055994,0.11,0.12
-18.53,0.4,-1.15,8.89,9731,0.23,9.48,143.6,-17.102551133535655,0.05,0.05
-18.33,0.5,-0.24,8.56,10425,0.19,9.54,153.5,-17.03301551646208,0.06,0.06
-19.16,0.49,-0.57,9.16,9906,0.3,9.75,146.1,-18.642464576539187,0.2,0.19
-18.73,0.4,-0.57,8.97,6295,0.25,9.63,94.6,-17.818392216030226,0.12,0.12
-18.74,0.46,-1.02,9.0,7864,0.26,9.52,117.0,-17.312551133535653,0.05,0.06
-18.78,0.37,-0.67,9.03,4667,0.26,8.84,69.0,-17.36671547737485,0.05,0.08
-19.08,0.5,-0.7,9.11,6441,0.31,9.17,96.5,-17.738766573713576,0.06,0.07
-20.6,0.93,-0.3,9.9,14793,0.51,10.02,216.0,-19.688392216030227,0.12,0.11
-19.39,0.61,-0.57,9.33,14759,0.36,10.06,215.4,-17.73328006731191,0.03,0.03
-19.23,0.56,-0.57,9.06,8290,0.31,9.63,123.2,-18.55493215696735,0.17,0.16
-18.33,0.35,-1.17,8.75,5453,0.2,9.37,80.1,-16.634916143125256,0.03,0.06
-19.09,0.44,-1.33,9.25,6946,0.31,9.41,103.8,-17.763429372344575,0.06,0.07
-20.99,0.88,0.07,10.19,13509,0.55,9.73,197.6,-20.472464576539185,0.21,0.2
-18.77,0.43,-1.61,8.78,6447,0.24,9.69,96.6,-18.4205951440621,0.27,0.26
-18.76,0.35,-1.76,9.15,6593,0.25,8.87,98.8,-17.848392216030227,0.12,0.12
-18.57,0.36,-1.1,8.87,5542,0.22,9.67,81.3,-17.857052644415845,0.16,0.16
-21.48,1.04,0.31,10.34,12676,0.61,10.12,185.8,-20.98287285313709,0.21,0.2
-17.01,0.0,-1.68,8.23,3914,0.0,8.53,58.4,-15.742955994078873,0.07,0.1
-19.14,0.58,-0.85,9.1,7197,0.31,8.94,107.3,-18.07683066148914,0.09,0.1
-18.44,0.33,-0.57,8.88,3954,0.21,9.43,58.9,-16.915586070947764,0.05,0.09
-18.13,0.26,-1.07,8.64,7178,0.16,9.32,107.2,-17.201091108918792,0.12,0.12
-17.69,0.01,-0.57,8.62,6439,0.1,9.07,96.5,-16.248466589240017,0.05,0.06
-20.15,0.8,-0.57,9.58,11457,0.45,9.67,168.3,-19.326740632143498,0.13,0.13
-19.78,0.62,-0.42,9.58,6222,0.4,9.41,93.7,-18.78305970010658,0.1,0.11
-16.58,0.0,-2.03,8.11,3347,0.0,8.9,50.4,-16.062464576539185,0.21,0.21
-19.13,0.51,-0.81,9.07,7782,0.29,9.38,115.8,-18.493394454066046,0.18,0.17
-20.43,0.9,-0.22,9.8,9941,0.5,9.51,146.6,-19.350543958936154,0.09,0.09
-18.35,0.28,-1.63,8.89,3253,0.2,9.33,49.0,-16.732241894853654,0.05,0.1
-15.75,0.0,-3.05,8.08,1034,0.0,7.48,18.1,-14.438178677662545,0.12,0.27
-16.28,0.0,-0.57,7.94,3564,0.0,8.57,53.4,-15.233224162854539,0.1,0.13
-20.29,0.75,-0.57,9.92,9765,0.47,9.76,144.1,-19.361091108918792,0.12,0.11
-19.83,0.72,-0.57,9.5,7787,0.41,9.53,115.9,-18.750543958936152,0.09,0.1
-19.14,0.55,-0.88,9.26,6607,0.32,9.65,99.0,-17.64290874727824,0.04,0.06
-16.42,0.0,-1.16,7.87,3918,0.0,8.6,58.4,-14.992551133535658,0.06,0.1
-19.98,0.82,-0.47,9.52,7362,0.44,9.42,109.7,-18.455586070947763,0.04,0.05
-20.08,0.86,-0.57,9.58,9950,0.46,9.71,146.7,-18.596682886805663,0.04,0.05
-17.69,0.05,-2.19,8.56,3767,0.1,8.97,56.3,-16.72684399802339,0.11,0.13
-20.29,0.9,-0.57,9.5,14818,0.46,10.1,216.3,-19.577052644415843,0.16,0.15
-17.21,0.0,-2.12,8.22,4637,0.03,8.92,68.5,-15.854189272936596,0.06,0.08
-16.61,0.0,-1.28,8.07,4615,0.0,9.21,68.2,-16.304455918189376,0.28,0.27
-19.61,0.72,-0.9,9.23,6658,0.38,9.59,99.7,-18.56322416285454,0.1,0.1
-18.07,0.15,-2.59,8.82,3856,0.15,9.01,57.5,-17.357052644415845,0.16,0.17
-18.06,0.26,-0.99,8.31,6691,0.15,9.29,100.1,-16.838549962953323,0.07,0.08
-17.88,0.14,-1.87,8.62,5395,0.13,9.08,79.2,-16.951091108918792,0.12,0.12
-21.86,1.37,0.93,10.49,14811,0.71,10.1,216.3,-20.460960530161444,0.05,0.05
-18.9,0.45,-0.98,9.01,6152,0.28,9.01,92.6,-17.678549962953323,0.07,0.08
-20.85,1.08,0.0,9.98,10353,0.57,9.81,152.5,-19.271820557895357,0.03,0.04
-21.15,1.08,-0.09,9.99,14854,0.58,10.02,216.9,-20.4559206585043,0.16,0.15
-18.71,0.43,-0.91,8.92,4145,0.24,9.36,61.6,-17.69633722972959,0.1,0.12
-20.04,0.79,-0.15,9.41,9972,0.42,9.85,147.1,-19.403394454066046,0.17,0.17
-18.76,0.32,-1.1,9.23,9912,0.26,9.64,146.2,-17.039663403159,0.03,0.04
-19.84,0.8,-0.78,9.28,10065,0.4,9.5,148.4,-19.089738518874153,0.15,0.14
-18.25,0.26,-1.05,8.78,6954,0.18,9.55,103.8,-17.26989478055994,0.11,0.11
-15.16,0.0,-2.77,7.55,1178,0.0,7.74,20.9,-14.129725872932918,0.13,0.24
-20.94,1.08,-0.32,10.04,9418,0.58,9.87,139.0,-19.65794093392834,0.06,0.06
-18.05,0.14,-1.46,8.81,6230,0.14,9.29,93.5,-17.472220697591535,0.19,0.18
-20.21,0.83,-0.49,9.76,14818,0.47,9.98,216.4,-18.898178677662546,0.06,0.06
-16.54,0.0,-1.78,8.13,3931,0.0,8.5,58.6,-15.25794093392834,0.08,0.11
-20.42,0.93,-0.57,9.65,11253,0.48,9.98,165.4,-19.5967406321435,0.13,0.13
-18.16,0.16,-0.57,8.86,5971,0.16,9.38,90.0,-17.76749062797584,0.25,0.24
-18.39,0.31,-1.22,8.92,7722,0.2,9.59,114.9,-17.42684399802339,0.11,0.11
-19.31,0.61,-0.84,9.26,10857,0.34,9.75,159.8,-17.840533337744702,0.04,0.05
-20.49,0.96,0.12,9.74,9912,0.52,9.64,146.3,-18.938558780687224,0.03,0.04
-20.25,0.89,-0.16,9.53,10401,0.47,9.64,153.3,-19.106437882402812,0.08,0.08
-18.4,0.23,-1.7,8.91,3587,0.21,8.77,53.8,-16.944460950368338,0.05,0.1
-18.3,0.39,-0.98,8.61,9888,0.18,9.8,145.9,-17.549738518874154,0.15,0.14
-19.4,0.68,-0.58,9.23,11247,0.36,9.65,165.2,-17.769187034900774,0.03,0.03
-15.87,0.0,-0.57,7.78,1405,0.0,8.51,24.1,-14.88989478055994,0.13,0.23
-17.21,0.0,-0.57,8.4,3476,0.03,8.71,52.2,-15.868766573713579,0.06,0.1
-18.62,0.35,-0.57,9.09,10291,0.24,9.41,151.7,-16.989187034900777,0.03,0.04
-19.45,0.65,-2.73,9.31,6428,0.36,9.51,96.6,-18.228549962953323,0.07,0.08
-20.09,0.82,-0.5,9.49,8238,0.43,9.9,122.2,-19.321288250630097,0.15,0.14
-20.65,0.94,-0.66,9.8,9876,0.51,10.01,145.8,-19.937052644415843,0.16,0.15
-19.65,0.71,-0.82,9.26,9377,0.38,9.84,138.5,-18.653059700106578,0.1,0.1
-20.28,0.92,-0.84,9.71,10964,0.49,9.59,161.4,-18.649187034900777,0.03,0.04
-18.81,0.46,-0.64,9.06,10768,0.27,9.7,158.3,-17.179187034900774,0.03,0.04
-18.36,0.21,-1.3,9.0,6886,0.19,9.2,102.9,-17.572973150399914,0.14,0.14
-19.68,0.78,-0.9,9.39,11201,0.39,9.87,164.6,-18.443259395409733,0.07,0.07
-18.1,0.32,-0.67,8.48,8137,0.16,9.52,120.8,-17.119894780559942,0.11,0.11
-18.57,0.29,-1.78,9.02,6900,0.22,9.21,103.2,-17.67581388932046,0.12,0.12
-20.19,0.66,-0.3,9.77,9175,0.43,9.27,135.6,-19.713449100978377,0.22,0.21
-18.67,0.4,-0.57,8.96,9086,0.24,9.5,134.4,-17.72390891069939,0.11,0.11
-20.52,0.81,-0.37,9.83,10799,0.47,9.79,158.9,-20.148949987204315,0.26,0.24
-18.24,0.27,-1.25,8.73,7149,0.17,9.44,106.7,-17.5459206585043,0.16,0.15
-20.43,1.0,-0.57,9.62,14176,0.5,10.07,207.1,-19.178061780218776,0.07,0.06
-17.51,0.0,-0.66,8.52,6281,0.07,9.17,94.4,-17.054196108015116,0.23,0.22
-18.24,0.24,-1.05,8.77,6143,0.18,9.86,92.4,-16.826715477374847,0.05,0.07
-20.4,0.96,-0.53,9.68,8871,0.5,9.69,131.4,-18.958466589240015,0.04,0.05
